token,orig_instruction,endpoint_l2_cot_off,mean_l2_cot_off,endpoint_l2_instr_cf1,mean_l2_instr_cf1,instr_cf1_target,endpoint_l2_instr_cf2,mean_l2_instr_cf2,instr_cf2_target,endpoint_l2_perception_mask,mean_l2_perception_mask,endpoint_l2_noise_floor,mean_l2_noise_floor,cot_text_baseline,cot_text_cot_off,elapsed_sec
0110efb6cf705692,keep forward,0.0,0.0,0.6698747873306274,0.1284569650888443,turn left,0.8676056861877441,0.1877690553665161,turn right,2.7077796459198,1.052441954612732,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_28><action_41><action_70><action_102><action_537><action_74><action_84><action_1003><action_3><action_196> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_28><action_41><action_70><action_102><action_537><action_74><action_84><action_1003><action_3><action_196> \n </answer>",23.3
02e78191bf845092,turn left,0.0,0.0,1.0996885299682617,0.3874981999397278,keep forward,26.99382972717285,11.090150833129883,turn right,10.89548110961914,4.20093297958374,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_920><action_356><action_487><action_1339><action_1876><action_88><action_1497><action_657><action_657><action_955> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_920><action_356><action_487><action_1339><action_1876><action_88><action_1497><action_657><action_657><action_955> \n </answer>",23.4
03cf8e8ed0915fe1,keep forward,0.0,0.0,0.6967735290527344,0.10526025295257568,turn left,1.2808740139007568,0.5072857737541199,turn right,4.638430595397949,1.5039560794830322,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_0><action_0><action_0><action_41><action_70><action_102><action_12><action_22><action_378><action_71> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_0><action_0><action_0><action_41><action_70><action_102><action_12><action_22><action_378><action_71> \n </answer>",23.6
058e86bcd61a50f9,turn left,0.0,0.0,0.6103838682174683,0.0939377099275589,keep forward,24.415077209472656,9.06472396850586,turn right,17.959854125976562,8.31471061706543,0.17853890359401703,0.02755037508904934,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_663><action_1379><action_483><action_1770><action_612><action_1835><action_939><action_874><action_1498><action_2040> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_663><action_1379><action_483><action_1770><action_612><action_1835><action_939><action_874><action_1498><action_2040> \n </answer>",23.8
08f8db733c8a5384,keep forward,0.0,0.0,4.108143329620361,1.5593277215957642,turn left,1.3541643619537354,0.683096706867218,turn right,10.955292701721191,3.530559539794922,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_516><action_379><action_1158><action_515><action_432><action_105><action_1075><action_432><action_7><action_1075> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_516><action_379><action_1158><action_515><action_432><action_105><action_1075><action_432><action_7><action_1075> \n </answer>",23.9
0979d00e06e75df7,turn left,0.0,0.0,0.5799436569213867,0.22438189387321472,keep forward,8.698796272277832,2.9986824989318848,turn right,2.7876222133636475,1.0803484916687012,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_648><action_2044><action_1249><action_708><action_1651><action_981><action_386><action_1334><action_1470><action_1003> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_648><action_2044><action_1249><action_708><action_1651><action_981><action_386><action_1334><action_1470><action_1003> \n </answer>",24.0
0a582aacb7e8549e,keep forward,0.0,0.0,2.3266687393188477,0.4355812668800354,turn left,2.5995211601257324,0.6256816983222961,turn right,3.0135016441345215,1.0149414539337158,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_28><action_0><action_28><action_41><action_372><action_167><action_22><action_386><action_130><action_142> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_28><action_0><action_28><action_41><action_372><action_167><action_22><action_386><action_130><action_142> \n </answer>",24.2
0b5abd8495525a60,keep forward,0.1819022297859192,0.038615744560956955,0.6163450479507446,0.1328505575656891,turn left,0.40476447343826294,0.05161521956324577,turn right,5.5009355545043945,1.8046791553497314,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_0><action_0><action_14><action_70><action_102><action_12><action_22><action_261><action_1629><action_1129> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_0><action_0><action_14><action_70><action_102><action_12><action_22><action_378><action_71><action_1618> \n </answer>",24.3
0c0203540b165628,turn right,0.0,0.0,6.8150787353515625,2.332184314727783,keep forward,4.001662254333496,1.1632362604141235,turn left,19.107053756713867,7.42080020904541,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_1249><action_1551><action_1580><action_1249><action_1379><action_648><action_2044><action_426><action_2044><action_1249> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_1249><action_1551><action_1580><action_1249><action_1379><action_648><action_2044><action_426><action_2044><action_1249> \n </answer>",24.3
0cc018e52b5553c8,keep forward,2.102437973022461,0.6369510889053345,1.0650355815887451,0.8698810338973999,turn left,4.517275810241699,1.957688570022583,turn right,1.55641770362854,1.144374132156372,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_178><action_50><action_865><action_757><action_106><action_702><action_105><action_756><action_626><action_1012> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_178><action_50><action_865><action_804><action_865><action_295><action_106><action_712><action_105><action_88> \n </answer>",24.3
0f7b2eac06fb583b,turn right,0.0,0.0,0.7671459317207336,0.1752614974975586,keep forward,0.8543623089790344,0.20255282521247864,turn left,5.8014912605285645,1.948609709739685,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_151><action_1495><action_1495><action_427><action_970><action_89><action_970><action_89><action_89><action_970> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_151><action_1495><action_1495><action_427><action_970><action_89><action_970><action_89><action_89><action_970> \n </answer>",24.3
100e1f418c6156a2,turn left,1.6322325468063354,0.4024525284767151,3.299536943435669,1.2819796800613403,keep forward,4.378396511077881,1.6957542896270752,turn right,7.696206569671631,3.277371883392334,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_689><action_448><action_443><action_836><action_226><action_392><action_980><action_1565><action_1551><action_1580> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_689><action_448><action_443><action_836><action_252><action_310><action_429><action_794><action_710><action_365> \n </answer>",24.3
10f1519622fb557e,keep forward,0.0,0.0,2.2320480346679688,0.9377381205558777,turn left,1.4249260425567627,0.6990542411804199,turn right,2.2320480346679688,0.9377381205558777,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_361><action_361><action_1255><action_53><action_1608><action_873><action_1127><action_873><action_451><action_873> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_361><action_361><action_1255><action_53><action_1608><action_873><action_1127><action_873><action_451><action_873> \n </answer>",24.3
1128ab6e43675ebb,keep forward,0.0,0.0,13.856488227844238,6.231842994689941,turn left,19.54998016357422,8.481033325195312,turn right,14.898715019226074,6.038669109344482,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_910><action_130><action_169><action_66><action_1012><action_1221><action_210><action_1221><action_1296><action_639> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_910><action_130><action_169><action_66><action_1012><action_1221><action_210><action_1221><action_1296><action_639> \n </answer>",24.2
159d4fb387015d29,keep forward,0.029020557180047035,0.007002930156886578,0.9967780113220215,0.3426954448223114,turn left,3.632927417755127,0.9556635022163391,turn right,2.143866539001465,0.5517774820327759,0.0,0.0,"<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_0><action_0><action_28><action_6><action_167><action_1743><action_392><action_1045><action_1922><action_487> \n </answer>","<think> \n This is a straightforward scenario, and a direct decision can be made. \n </think> \n <answer> \n The final output action is: <action_0><action_0><action_28><action_6><action_167><action_1743><action_392><action_1045><action_66><action_487> \n </answer>",24.2
